timestamp,trace_id,experiment_id,session_id,build_request_id,server_id,rag_enabled,dynamic_skill_selection,skill_selection_variant,variant_id,service,stage,event_name,status,duration_ms,metrics,tags,_id,error_code,provider,model
2026-05-23T06:56:08.293+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,true,dynamic,dynamic-rag-on,langgraph-agent,orchestration,supervisor_routed,success,128567,"{""retry_count"":0,""history_count"":0,""tool_call_count"":1,""raw_api_doc_length"":4192,""langgraph_partial_event_count"":15,""langgraph_complete_event_count"":6}","{""source"":""langgraph_stream_summary"",""next_agent"":""tools""}",,,,
2026-05-23T06:56:08.294+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,true,dynamic,dynamic-rag-on,langgraph-agent,rag,examiner_completed,success,128568,"{""api_doc_length"":4192,""rag_enabled"":true,""rag_returned_count"":3,""rag_context_item_count"":3,""rag_context_chars"":14004,""rag_context_tokens"":3501,""rag_top_3_evidence_labels"":[""jsonplaceholder"",""api_doc"",""posts""],""rag_top_3_evidence_hashes"":[""b6aac598f31f5793"",""9f20b43332e26e76"",""bda67f2a5c8c8dbf""]}","{""source"":""langgraph_stream_summary""}",,,,
2026-05-23T06:56:08.294+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,true,dynamic,dynamic-rag-on,langgraph-agent,generation,generator_completed,success,128568,"{""api_doc_length"":4192,""rag_context_item_count"":3,""tool_call_count"":1,""server_created"":true}","{""source"":""langgraph_stream_summary""}",,,,
2026-05-23T06:56:08.295+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,true,dynamic,dynamic-rag-on,chatbot-backend,orchestration,supervisor_routed,success,128569,"{""retry_count"":0,""history_count"":0,""tool_call_count"":1,""raw_api_doc_length"":4192}","{""source"":""backend_langgraph_fallback"",""next_agent"":""tools""}",,,,
2026-05-23T06:56:08.296+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,true,dynamic,dynamic-rag-on,chatbot-backend,rag,examiner_completed,success,128570,"{""api_doc_length"":4192,""rag_enabled"":true,""rag_returned_count"":0,""rag_context_item_count"":0,""rag_context_chars"":0}","{""source"":""backend_langgraph_fallback""}",,,,
2026-05-23T06:56:08.296+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,true,dynamic,dynamic-rag-on,chatbot-backend,generation,generator_completed,success,128570,"{""api_doc_length"":4192,""rag_context_item_count"":0,""tool_call_count"":1,""server_created"":true}","{""source"":""backend_langgraph_fallback""}",,,,
2026-05-23T06:56:08.298+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,,true,true,dynamic,dynamic-rag-on,chatbot-backend,chat,chat_stream_completed,success,141083,"{""time_to_first_sse_ms"":12511,""chat_total_latency_ms"":141083,""stream_chunk_count"":14,""sse_type_counts"":{""content"":12,""mcp_build_complete"":1,""done"":1},""message_count"":1,""last_user_message_length"":4328,""last_user_message_hash"":""619504eb455a91c7"",""mcp_url_count"":0,""mcp_tool_count"":0,""mcp_connection_failure_count"":0}","{""route"":""metaclaw"",""temperature"":0,""rag_enabled"":""true"",""dynamic_skill_selection"":""true"",""skill_selection_variant"":""dynamic"",""variant_id"":""dynamic-rag-on""}",,,metaclaw,qwen/qwen3-next-80b-a3b-instruct
2026-05-23T06:56:08.409+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,false,static,static-rag-on,chatbot-backend,runtime,mcp_metadata_checked,success,104,"{""mcp_initialize_success"":true,""mcp_list_tools_latency_ms"":104,""mcp_tool_count"":8,""cached_connection"":false}","{""url_hash"":""70f66674a4239a37""}",,,,
2026-05-23T06:56:15.992+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,true,true,dynamic,dynamic-rag-on,chatbot-backend,runtime,mcp_direct_tool_probes_completed,success,3015,"{""mcp_direct_tool_probe_count"":8,""mcp_direct_tool_probe_success_count"":8,""mcp_direct_tool_probe_failure_count"":0,""mcp_direct_tool_probe_outcomes"":[{""tool_name"":""list-posts"",""index"":0,""probe_id"":""list-posts"",""operation"":""GET /posts"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":2000,""response_hash"":""fefe0726c7356023"",""diagnostic"":""""},{""tool_name"":""create-post"",""index"":1,""probe_id"":""create-post"",""operation"":""POST /posts"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":211,""response_hash"":""8251cfd4379c6397"",""diagnostic"":""""},{""tool_name"":""get-post-by-id"",""index"":2,""probe_id"":""get-post-by-id"",""operation"":""GET /posts/{id}"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":419,""response_hash"":""655a49c8621ced03"",""diagnostic"":""""},{""tool_name"":""replace-post"",""index"":3,""probe_id"":""replace-post"",""operation"":""PUT /posts/{id}"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":211,""response_hash"":""0f881e5afe721621"",""diagnostic"":""""},{""tool_name"":""patch-post"",""index"":4,""probe_id"":""patch-post"",""operation"":""PATCH /posts/{id}"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":378,""response_hash"":""e5afab10e9f4d64a"",""diagnostic"":""""},{""tool_name"":""delete-post"",""index"":5,""probe_id"":""delete-post"",""operation"":""DELETE /posts/{id}"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":127,""response_hash"":""1b0b0701e7f465ee"",""diagnostic"":""""},{""tool_name"":""list-comments-for-post"",""index"":6,""probe_id"":""post-comments"",""operation"":""GET /posts/{id}/comments"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":1687,""response_hash"":""2fc53d8667947460"",""diagnostic"":""""},{""tool_name"":""get-user-by-id"",""index"":7,""probe_id"":""get-user"",""operation"":""GET /users/{id}"",""status"":""success"",""error_code"":"""",""invocation_count"":1,""result_count"":1,""response_length"":659,""response_hash"":""1c4aeae7b1055f56"",""diagnostic"":""""}]}","{""url_hash"":""70f66674a4239a37""}",,,,
2026-05-23T06:56:15.998+00:00,492986b3-3fd3-46f0-b205-f87b11671930,track-mapr-metrics-matrix-smoke-20260523-03,session-track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1,track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,True,True,dynamic,dynamic-rag-on,chatbot-backend,runtime,mcp_tool_outcomes_completed,success,3022,"{""mcp_tool_total_count"":8,""mcp_tool_attempted_count"":8,""mcp_tool_success_count"":8,""mcp_tool_failure_count"":0,""mcp_tool_skipped_count"":0,""mcp_tool_outcomes"":[{""tool_name"":""list-posts"",""index"":0,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":2000,""response_hash"":""fefe0726c7356023"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""},{""tool_name"":""create-post"",""index"":1,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":211,""response_hash"":""8251cfd4379c6397"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""},{""tool_name"":""get-post-by-id"",""index"":2,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":419,""response_hash"":""655a49c8621ced03"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""},{""tool_name"":""replace-post"",""index"":3,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":211,""response_hash"":""0f881e5afe721621"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""},{""tool_name"":""patch-post"",""index"":4,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":378,""response_hash"":""e5afab10e9f4d64a"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""},{""tool_name"":""delete-post"",""index"":5,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":127,""response_hash"":""1b0b0701e7f465ee"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""},{""tool_name"":""list-comments-for-post"",""index"":6,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":1687,""response_hash"":""2fc53d8667947460"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""},{""tool_name"":""get-user-by-id"",""index"":7,""status"":""success"",""error_code"":""direct_mcp_tool_probe_missing"",""invocation_count"":1,""result_count"":1,""response_length"":659,""response_hash"":""1c4aeae7b1055f56"",""diagnostic"":""Backend did not return a direct MCP tool outcome.""}],""mcp_tool_success_names"":[""list-posts"",""create-post"",""get-post-by-id"",""replace-post"",""patch-post"",""delete-post"",""list-comments-for-post"",""get-user-by-id""],""mcp_tool_failed_names"":[],""mcp_tool_skipped_names"":[]}","{""mcp_url_hashes"":[""70f66674a4239a37""]}",,,gemini,gemini-2.5-flash
